DATE,TIME,AUTHOR,TEXT,NONE,DISCONTENT,INDICATOR,GIVING_ORIENTATION,SMILES,SCIENCE,TUTOR_REFERENCE,EXPLANATION_CONTRIBUTION,FEEDBACKABLE_PREDICTION,FEEDBACKABLE,HELP_REQUEST,PREDICTION_CONTRIBUTION,QUESTION,NEGATIVE,GIVING_OPINION,AFFIRMATIVE,REVOICABLE,GROUP_BONDING,FEEDBACKABLE_EXPLANATION
01.01.1970,02.25.29,TUTOR,"<< On the whiteboard, you can see what happened in this setup over time.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.44,482CS9,okay...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.25.54,TUTOR,"The results with glucose are different than what you saw with starch - as a team, discuss and agree upon an explanation for these results.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.25.56,472CS9,8=D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.26.09,472CS9,that was courtney,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01.01.1970,02.26.33,481CS9,the glucose got heavier instead of getting lighter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.26.44,482CS9,"over time, the distliled water made the bag inflame more, and theres more glucose in the bag",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01.01.1970,02.26.56,472CS9,the tubes changed colors,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.27.05,481CS9,smart way to word it gina. i agree with you!.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.27.10,TUTOR,so are you saying the water diffused into the bag?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.27.33,TUTOR,"Good job on using your accountable talk moves, Angela",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.27.56,482CS9,no not nesscarily. i just think that the water help affect the bag.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
01.01.1970,02.28.18,TUTOR,can someone say more about that? Hannah?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.28.28,472CS9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.28.35,472CS9,ummmmm....,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.03,482CS9,"i think that she means that the more time the bag is in the water, it has more glucose affect to it",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
01.01.1970,02.29.14,472CS9,ya thats it!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.19,482CS9,so that's why the test strps are different colors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.28,472CS9,i agree with gina,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.31,TUTOR,"Okay, everyone - let's move on to the last experiment.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.29.52,TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.30.00,482CS9,okay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.30.16,TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.31.23,482CS9,i think that the glucose strip isn't getting affect at all,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
01.01.1970,02.31.39,482CS9,i have no clue why it's cjhanging colors though..,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01.01.1970,02.32.14,TUTOR,So are you saying it won't change colors but you don't know why?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.32.20,482CS9,yeah',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.32.29,TUTOR,Who can help 482CS9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.32.39,TUTOR,Angela?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.33.04,481CS9,it didnt change colors because there is no glucose in the distilled water,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
01.01.1970,02.33.27,472CS9,i agree with angela,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.33.47,482CS9,"yeah, so do i. the glucose makes majoirty of the changes, I agree",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.33.54,TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.34.05,472CS9,yes i agree with that i dnt think the water has any affect,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.34.18,481CS9,so wait. what is our prediction?.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
01.01.1970,02.34.35,482CS9,"that since their is no glucose in the water, the strip doesn't have an affect",0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1
01.01.1970,02.34.38,TUTOR,"All right, we're wrapping up. Thanks, team!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.01,TUTOR,So is 482CS9 saying the water can't move out of the tube?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.23,482CS9,It can't.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.35.49,481CS9,so the weight will stay the same and the color of the strip?.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
01.01.1970,02.36.29,482CS9,i don't know. i'm confused !,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.36.44,472CS9,mee too!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.37.19,TUTOR,Who can say why it's different from condition C?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.38.09,472CS9,thanks for keeping me updated guys!! remember im in ur group! haha,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.38.53,482CS9,lol sorry.! but. so what are we saying?,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
01.01.1970,02.39.09,472CS9,idk u guys were tlkin instead of typing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.25,481CS9,okay so the tube is green because it is in the glucose but when it is yellow it is saying that there is no glucose in the distilled water,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
01.01.1970,02.39.35,482CS9,thanks angela ! i agree!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.49,472CS9,thats the prediction?,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
01.01.1970,02.39.54,482CS9,ya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.39.58,472CS9,oh ok haha,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01.01.1970,02.40.47,481CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.40.59,482CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,02.41.38,472CS9,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.01.1970,04.58.56,TUTOR,leaves the room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
