AUTHOR,TEXT,DATE,TIME
452CS7,like they can enter since in the other experiment they exited the tube,19.01.2012,13.00.41
TUTOR,"Keep on explaining, 452CS7.",19.01.2012,13.00.44
446CS7,landons to smarrt,19.01.2012,13.00.56
452CS7,:)),19.01.2012,13.00.59
448CS7,i agree,19.01.2012,13.01.27
TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",19.01.2012,13.02.18
448CS7,we have to come up with a prediction for the bottom and why we think that,19.01.2012,13.02.21
448CS7,any thoughts?,19.01.2012,13.02.30
452CS7,what do we have to predict?,19.01.2012,13.02.39
448CS7,not sure haha,19.01.2012,13.02.47
446CS7,is this the only picture for this one,19.01.2012,13.02.50
TUTOR,"All right, we're wrapping up. Thanks, team!",19.01.2012,13.03.02
448CS7,its the last one so i think so,19.01.2012,13.03.12
446CS7,mkay,19.01.2012,13.03.19
452CS7,that the bag will get lighter,19.01.2012,13.03.42
452CS7,becuz in the last expirement it got heavier,19.01.2012,13.03.54
448CS7,look at the bottom part with the lines in the chart we have to answer those and write why at the bottom,19.01.2012,13.04.04
446CS7,and the strip color will turn green,19.01.2012,13.04.07
448CS7,why 446CS7,19.01.2012,13.04.17
448CS7,will it turn green on the inside or outside,19.01.2012,13.04.37
446CS7,bc when u take tht test it changes from yello to green so wen they mix or disolve it will also turn green..... i think both,19.01.2012,13.05.10
452CS7,ok so what are we writing down we all need the same thing,19.01.2012,13.05.15
446CS7,bcuz thery r both exposed to it,19.01.2012,13.05.20
452CS7,^ agree,19.01.2012,13.05.31
446CS7,am i maken sence or do i sound dum,19.01.2012,13.05.42
452CS7,naw u make since,19.01.2012,13.05.50
452CS7,so wat we writing?,19.01.2012,13.05.55
448CS7,so the strip color inside will be yellow then the strip color outside will be green?,19.01.2012,13.05.56
448CS7,then what about the weight heavier or lighter?,19.01.2012,13.06.14
446CS7,no bothe green they r both exposed to it,19.01.2012,13.06.18
452CS7,,19.01.2012,13.06.20
446CS7,,19.01.2012,13.06.25
452CS7,bye bye,19.01.2012,13.06.37
448CS7,heavier or lighter for weight?,19.01.2012,13.06.44
452CS7,leaves the room,19.01.2012,13.18.40
446CS7,leaves the room,19.01.2012,13.19.22
448CS7,leaves the room,19.01.2012,13.21.07
TUTOR,leaves the room,19.01.2012,13.22.51
