AUTHOR,TEXT,DATE,TIME
470CS7,stfu dustin,19.01.2012,12.51.56
459CS7,glucose is a simple sugar and starch is a coplex molucal tht forn a suspencion in water,19.01.2012,12.52.03
408CS7,ok bilbo baggins,19.01.2012,12.52.05
459CS7,shut up charles,19.01.2012,12.52.16
470CS7,aaaaaaaaaawwwwwwwwwweeeeeeeeee naww thats bobila,19.01.2012,12.52.23
470CS7,hahahahaha his name fits though,19.01.2012,12.52.41
408CS7,ik he is,19.01.2012,12.52.47
470CS7,yo are we gonna do this work or not,19.01.2012,12.53.04
408CS7,naw bro,19.01.2012,12.53.11
459CS7,quit screwin around on hear i want to get my work done,19.01.2012,12.53.21
470CS7,ight well we need to cause i need straigh As bro,19.01.2012,12.53.26
408CS7,ok im done,19.01.2012,12.53.31
459CS7,dustinnnnnnnnnnnnnnnnnnnnnnn,19.01.2012,12.53.35
470CS7,ight lets do this forreal,19.01.2012,12.53.44
459CS7,r u getting all this in ur thick heasd,19.01.2012,12.53.51
408CS7,,19.01.2012,12.53.55
470CS7,i got the idea do you guys get it?,19.01.2012,12.54.15
459CS7,charles looks like a monkey with aids,19.01.2012,12.54.15
408CS7,ik right,19.01.2012,12.54.30
TUTOR,"Okay, everyone - let's move on to the last experiment.",19.01.2012,12.54.31
470CS7,ricky ill break your legs and beat you with them stfu and do the work,19.01.2012,12.54.37
TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",19.01.2012,12.54.52
459CS7,i am dong the work im done wating for the next step,19.01.2012,12.54.56
470CS7,no you aint,19.01.2012,12.55.04
408CS7,ok,19.01.2012,12.55.10
408CS7,ok,19.01.2012,12.55.13
408CS7,ok,19.01.2012,12.55.13
408CS7,ok,19.01.2012,12.55.14
408CS7,ok,19.01.2012,12.55.15
408CS7,o,19.01.2012,12.55.15
TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",19.01.2012,12.55.16
408CS7,k,19.01.2012,12.55.16
408CS7,,19.01.2012,12.55.16
408CS7,,19.01.2012,12.55.16
408CS7,,19.01.2012,12.55.16
408CS7,,19.01.2012,12.55.16
408CS7,k,19.01.2012,12.55.17
408CS7,,19.01.2012,12.55.17
408CS7,k,19.01.2012,12.55.17
408CS7,k,19.01.2012,12.55.17
408CS7,k,19.01.2012,12.55.17
408CS7,k,19.01.2012,12.55.17
408CS7,,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,k,19.01.2012,12.55.18
408CS7,0kkkkkkkk,19.01.2012,12.55.25
408CS7,,19.01.2012,12.55.25
408CS7,,19.01.2012,12.55.25
470CS7,i think the white strip will get heavier if you leave it in the beaaker longer,19.01.2012,12.55.48
470CS7,and have more glucose,19.01.2012,12.55.55
TUTOR,We haven't heard much about how we use indicators yet.,19.01.2012,12.55.59
408CS7,yes charles nice observation,19.01.2012,12.56.02
470CS7,thank you dustin,19.01.2012,12.56.15
408CS7,naw shutup[,19.01.2012,12.56.21
470CS7,haha watever,19.01.2012,12.56.27
408CS7,yea,19.01.2012,12.56.34
470CS7,yo this class is fun though,19.01.2012,12.56.52
459CS7,i dont under stand how the indicators work,19.01.2012,12.56.57
408CS7,its ok,19.01.2012,12.57.24
470CS7,all i know is that the longer you leave the water in the beaker the mor eheavier it gets and the more glucose it will have,19.01.2012,12.57.24
470CS7,naaww its funner without relihan,19.01.2012,12.57.39
408CS7,ikr,19.01.2012,12.57.45
470CS7,sooo much funner and for once im actually learning,19.01.2012,12.58.15
459CS7,we need to come up wit a prediction,19.01.2012,12.58.20
408CS7,ik charles keeps fooling around,19.01.2012,12.58.33
470CS7,if it stays in ;longer it will weigh more and have more glucose boom prediction,19.01.2012,12.58.47
TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",19.01.2012,12.58.54
408CS7,ok,19.01.2012,12.59.15
470CS7,dustin shut up your messing aroundBACKSLASH,19.01.2012,12.59.22
TUTOR,"All right, we're wrapping up. Thanks, team!",19.01.2012,12.59.38
470CS7,i just came up with the prediction do you guys understand?,19.01.2012,12.59.40
459CS7,wat prediction is that for charles,19.01.2012,12.59.42
408CS7,say it,19.01.2012,12.59.51
470CS7,the whole thing,19.01.2012,12.59.52
408CS7,yea,19.01.2012,12.59.59
470CS7,the longer the white strip stays in the water the more heavier and more glucose it willl get,19.01.2012,13.00.17
408CS7,ik u said that like 5 times,19.01.2012,13.00.31
459CS7,we need one for d c b,19.01.2012,13.00.41
470CS7,i mean the longer the white strip of water stays in the glucose solution,19.01.2012,13.00.43
408CS7,IK STOP SAYING IT,19.01.2012,13.01.05
459CS7,hi,19.01.2012,13.01.06
470CS7,dustin you aint doin anything so im explaining,19.01.2012,13.01.17
470CS7,hi ricky,19.01.2012,13.01.24
408CS7,ok watevr,19.01.2012,13.01.27
459CS7,stfu both of u ghuys,19.01.2012,13.01.29
408CS7,ok,19.01.2012,13.01.35
408CS7,,19.01.2012,13.01.36
408CS7,,19.01.2012,13.01.41
408CS7,,19.01.2012,13.01.43
408CS7,,19.01.2012,13.01.46
408CS7,,19.01.2012,13.01.46
408CS7,,19.01.2012,13.01.46
408CS7,,19.01.2012,13.01.46
470CS7,ok can we just get the work done i want some candy no homo,19.01.2012,13.01.48
408CS7,ok,19.01.2012,13.01.57
470CS7,seriously i want some candy now do you guys understand my theory?,19.01.2012,13.02.17
408CS7,where do we put the answer,19.01.2012,13.02.28
470CS7,idk i think the tutor monitors us,19.01.2012,13.02.41
408CS7,naw ur supposed to rite it on the paper,19.01.2012,13.03.03
470CS7,tutor we have the answer,19.01.2012,13.03.07
470CS7,ooooo ok,19.01.2012,13.03.16
408CS7,yea,19.01.2012,13.03.22
408CS7,do u now where to put ur prediction,19.01.2012,13.03.46
470CS7,flip the paper then at the bottom,19.01.2012,13.04.03
470CS7,how much you think this thing will weigh after 24 hours?,19.01.2012,13.04.20
408CS7,ok say ur prdiction agaimn,19.01.2012,13.04.28
459CS7,do we have one foe dcb,19.01.2012,13.04.35
408CS7,idk,19.01.2012,13.04.45
470CS7,yes ricky its the strip color on the inside will be purple and green on the outside,19.01.2012,13.05.00
459CS7,fo witch one,19.01.2012,13.05.11
470CS7,idk about the weight we have to figure that out,19.01.2012,13.05.17
470CS7,THE BOTTOM ONE!!!,19.01.2012,13.05.25
408CS7,yo gollum say ur prediction,19.01.2012,13.05.31
470CS7,YOU ONLY NEED TO DO THE BOTTOM!!,19.01.2012,13.05.42
459CS7,no duhhhhh WE NEED ONE FOR LETTERS ''D'' ''C'' ''B'',19.01.2012,13.05.59
408CS7,dummy,19.01.2012,13.06.13
470CS7,the longer the strip will stay in the glucose the more glucose the strip will get and it will weigh more,19.01.2012,13.06.20
470CS7,duhhhhhhhhhhhh,19.01.2012,13.06.52
459CS7,FOR B C D,19.01.2012,13.07.03
470CS7,leaves the room,19.01.2012,13.07.49
408CS7,leaves the room,19.01.2012,13.19.17
459CS7,leaves the room,19.01.2012,13.21.08
TUTOR,leaves the room,19.01.2012,13.22.50
