AUTHOR,TEXT,DATE,TIME
TUTOR,"Would that be the same as saying ""a glucose test strip changes from yellow to green when glucose is there?""",19.01.2012,02.30.02
466CS9,yes,19.01.2012,02.30.16
488CS9,yes,19.01.2012,02.30.17
473CS9,yup,19.01.2012,02.30.22
473CS9,,19.01.2012,02.30.34
488CS9,??,19.01.2012,02.30.40
TUTOR,"Okay, everyone - let's move on to the last experiment.",19.01.2012,02.30.45
473CS9,okay!,19.01.2012,02.31.01
TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",19.01.2012,02.31.06
466CS9,ok,19.01.2012,02.31.06
473CS9,mhmmm,19.01.2012,02.31.15
466CS9,this is boring,19.01.2012,02.31.24
TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",19.01.2012,02.31.30
466CS9,something will change color,19.01.2012,02.31.50
TUTOR,"Please explain your prediction, 466CS9.",19.01.2012,02.31.54
466CS9,i think the strip will change the color of the water,19.01.2012,02.32.42
TUTOR,"Please continue, 466CS9.",19.01.2012,02.32.46
TUTOR,488CS9 might have something to add to the discussion...,19.01.2012,02.32.52
473CS9,the glucose came in!,19.01.2012,02.33.00
466CS9,WOW,19.01.2012,02.33.09
488CS9,i agree with amon,19.01.2012,02.33.16
473CS9,LEAVE ME ALONE. D':,19.01.2012,02.33.35
466CS9,i was just jokn,19.01.2012,02.33.47
488CS9,haha,19.01.2012,02.33.52
473CS9,whatever! ):<,19.01.2012,02.34.28
466CS9,cnt take a joke,19.01.2012,02.34.44
TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",19.01.2012,02.35.08
473CS9,The glucose came in and is gonna make it change colors!,19.01.2012,02.35.36
488CS9,i agree,19.01.2012,02.35.43
473CS9,yay,19.01.2012,02.35.48
TUTOR,"All right, we're wrapping up. Thanks, team!",19.01.2012,02.35.51
466CS9,your welcome,19.01.2012,02.36.03
473CS9,YOU'RE WELCOMES !',19.01.2012,02.36.07
473CS9,come again,19.01.2012,02.36.11
488CS9,welcome,19.01.2012,02.36.16
473CS9,kthxbai,19.01.2012,02.36.25
466CS9,jksdfhasdjkfhsdknsdjknsdjkfhfdfhvvbjvcsvsdjvndjvndjdvsdjvnsdjvndsvjsdnvsjnvsjdvnsdjvhndlssjvnlv,19.01.2012,02.36.52
473CS9,rlly?,19.01.2012,02.37.02
466CS9,yyyyyyyyyyyyyyyyyyyyyyuuuuuuuuuuuuuuuuuuuuuuuuuuuuppppppppppppppppppppppppppppp,19.01.2012,02.37.13
488CS9,haha thts what im sayin,19.01.2012,02.37.14
473CS9,mr.relihan can print this dummies .,19.01.2012,02.37.40
488CS9,i know,19.01.2012,02.37.59
466CS9,i dnt care its not like i put bad words in it,19.01.2012,02.38.04
473CS9,true,19.01.2012,02.38.23
466CS9,leaves the room,19.01.2012,02.39.29
488CS9,leaves the room,19.01.2012,02.40.29
473CS9,leaves the room,19.01.2012,02.41.59
TUTOR,leaves the room,19.01.2012,04.59.10
