AUTHOR,TEXT,DATE,TIME
482CS9,i don't know. i'm confused !,19.01.2012,02.36.29
472CS9,mee too!,19.01.2012,02.36.44
TUTOR,Who can say why it's different from condition C?,19.01.2012,02.37.19
472CS9,thanks for keeping me updated guys!! remember im in ur group! haha,19.01.2012,02.38.09
482CS9,lol sorry.! but. so what are we saying?,19.01.2012,02.38.53
472CS9,idk u guys were tlkin instead of typing,19.01.2012,02.39.09
481CS9,okay so the tube is green because it is in the glucose but when it is yellow it is saying that there is no glucose in the distilled water,19.01.2012,02.39.25
482CS9,thanks angela ! i agree!,19.01.2012,02.39.35
472CS9,thats the prediction?,19.01.2012,02.39.49
482CS9,ya,19.01.2012,02.39.54
472CS9,oh ok haha,19.01.2012,02.39.58
481CS9,leaves the room,19.01.2012,02.40.47
482CS9,leaves the room,19.01.2012,02.40.59
472CS9,leaves the room,19.01.2012,02.41.38
TUTOR,leaves the room,19.01.2012,04.58.56
