AUTHOR,TEXT,DATE,TIME
TUTOR,"<< On the whiteboard, you can see what happened in this setup over time.",19.01.2012,12.50.31
440CS7,OK?,19.01.2012,12.50.36
TUTOR,"The results with glucose are different than what you saw with starch - as a team, discuss and agree upon an explanation for these results.",19.01.2012,12.50.55
440CS7,,19.01.2012,12.51.50
454CS7,wrtie this stuff down as you guys go,19.01.2012,12.51.51
440CS7,naw,19.01.2012,12.52.00
440CS7,haha,19.01.2012,12.52.07
454CS7,...i hate my team,19.01.2012,12.52.09
442CS7,so saage i dont get it.,19.01.2012,12.52.11
440CS7,DD,19.01.2012,12.52.13
440CS7,lol,19.01.2012,12.52.15
440CS7,WOW,19.01.2012,12.52.25
440CS7,sdoubhadpodfshsdojvsp,19.01.2012,12.52.57
440CS7,dfpijbsdpfbuopbsdf[oisdfnf[siub12-8216y1=26823=90i c23-23 98b23 -8237 v23b-78134 hsdfpb -iwefbf-,19.01.2012,12.53.03
442CS7,but u love babila :D,19.01.2012,12.53.07
454CS7,wut,19.01.2012,12.53.16
440CS7,woe no i dont,19.01.2012,12.53.17
442CS7,wahats wrong with u get out the group,19.01.2012,12.53.20
440CS7,ur gay us hell,19.01.2012,12.53.23
440CS7,az,19.01.2012,12.53.30
454CS7,oh lawdy,19.01.2012,12.53.33
442CS7,not u gay person ariana,19.01.2012,12.53.35
454CS7,huh,19.01.2012,12.53.44
440CS7,"sut up dd, & gay boy",19.01.2012,12.53.51
454CS7,lol,19.01.2012,12.53.52
454CS7,:3,19.01.2012,12.54.09
442CS7,u know their looking at what u say so watch your mouth,19.01.2012,12.54.16
440CS7,idc,19.01.2012,12.54.23
440CS7,i dont no waht to do,19.01.2012,12.54.31
TUTOR,"Okay, everyone - let's move on to the last experiment.",19.01.2012,12.54.32
440CS7,ok,19.01.2012,12.54.41
442CS7,you know your mom would whop that butt,19.01.2012,12.54.43
454CS7,okie dokie sage,19.01.2012,12.54.46
TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",19.01.2012,12.54.53
440CS7,NEPHS she wont,19.01.2012,12.54.55
TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",19.01.2012,12.55.17
440CS7,man fuck this,19.01.2012,12.55.40
442CS7,i think the gloucose will change,19.01.2012,12.55.40
TUTOR,"Please continue, 442CS7.",19.01.2012,12.55.43
440CS7,LOL,19.01.2012,12.55.49
440CS7,ur dumb as hell DINGA,19.01.2012,12.56.07
442CS7,well the strip is already a certain color so the the gloucuse will change and the water,19.01.2012,12.56.26
TUTOR,"Please explain your prediction, 442CS7.",19.01.2012,12.56.29
442CS7,i learned it in a program,19.01.2012,12.56.50
440CS7,hahaahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaahahahahahahahahahahahahhahahahahahaahahahahahahahahaha,19.01.2012,12.57.01
440CS7,<presses enter about a million times>,19.01.2012,12.57.07
442CS7,the glucose is sugar and sugar turns a different color when introdue=ced to certain things.,19.01.2012,12.57.38
454CS7,at least Babila is doing something.,19.01.2012,12.58.03
440CS7,fuck u DD,19.01.2012,12.58.13
442CS7,ariana do something tell the teacher hes being an idiot,19.01.2012,12.58.46
440CS7,fuck yall,19.01.2012,12.58.53
TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",19.01.2012,12.58.55
454CS7,lol no XD,19.01.2012,12.58.55
TUTOR,"All right, we're wrapping up. Thanks, team!",19.01.2012,12.59.39
454CS7,i need to get out of this group lol,19.01.2012,12.59.42
440CS7,ha ok,19.01.2012,12.59.48
454CS7,i hate you.,19.01.2012,12.59.55
440CS7,i think the glucose will decrese,19.01.2012,13.01.39
440CS7,i guess,19.01.2012,13.01.45
454CS7,"so anyway, i feel that the water willl become filled with glucose, andthat the glucose solution on the outside will just be absorbed into the baggy... thing.",19.01.2012,13.02.18
442CS7,your wright cause glucose desolves easily,19.01.2012,13.02.23
454CS7,"lol ""wright""",19.01.2012,13.02.38
440CS7,i agree with Dinga,19.01.2012,13.02.40
442CS7,what will the strip color be,19.01.2012,13.02.54
440CS7,YELLOW DUUUUUUUUUUHHHHHHHHHHHH,19.01.2012,13.03.05
442CS7,explain,19.01.2012,13.03.17
454CS7,the strip for the bag will be green and the one for the outside will turn yellow,19.01.2012,13.03.20
440CS7,idk how to,19.01.2012,13.03.24
440CS7,shut up DD,19.01.2012,13.03.35
442CS7,what do we guess for weight,19.01.2012,13.03.46
440CS7,I guess so,19.01.2012,13.03.57
442CS7,stop spaming me,19.01.2012,13.04.18
442CS7,this is school not a facebook chat,19.01.2012,13.04.37
442CS7,get serious,19.01.2012,13.04.49
454CS7,"i said itd be over .57, since it will be absorbing all the glucose",19.01.2012,13.04.49
454CS7,lol,19.01.2012,13.04.54
440CS7,What???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,19.01.2012,13.05.03
454CS7,"oh my god, lol",19.01.2012,13.05.11
440CS7,i no,19.01.2012,13.05.16
442CS7,i think the glucose will be come soggy and heavier like when you put to much sugar in cornflakes,19.01.2012,13.05.28
454CS7,"lol, i just think the inside will get thicker",19.01.2012,13.05.54
442CS7,put 63 for weight,19.01.2012,13.06.48
442CS7,if it absorb it absorbs it it will way more,19.01.2012,13.07.21
454CS7,leaves the room,19.01.2012,13.18.05
440CS7,leaves the room,19.01.2012,13.19.00
442CS7,leaves the room,19.01.2012,13.20.15
TUTOR,leaves the room,19.01.2012,13.22.48
