AUTHOR,TEXT,DATE,TIME
471CS9,oh i think the strip color inside will turn light green and the strip outside will turn lighter to a yellow like nick said,19.01.2012,02.32.59
485CS9,:0 nick your brilliant!,19.01.2012,02.33.14
471CS9,right!,19.01.2012,02.33.24
463CS9,Thank you. ^_^,19.01.2012,02.33.31
471CS9,ok i agree with what nick said. do we all agree with the colors that i said?,19.01.2012,02.33.56
485CS9,I do.,19.01.2012,02.34.12
463CS9,Eeeeyup,19.01.2012,02.34.17
471CS9,or do you think the colors will be different? im not 100% sure,19.01.2012,02.34.20
485CS9,"No, I think your prediction sounds accurate.",19.01.2012,02.34.46
TUTOR,"Make sure each of you is clear on your team's prediction and explanation, and write it in your worksheet.",19.01.2012,02.34.48
471CS9,mkay,19.01.2012,02.34.54
471CS9,what about the weight?,19.01.2012,02.35.04
463CS9,So... does someone want to sum it all up?,19.01.2012,02.35.13
485CS9,About to ask the same thing..,19.01.2012,02.35.21
463CS9,"Oh, I think the weight will be lighter than the original",19.01.2012,02.35.24
TUTOR,"All right, we're wrapping up. Thanks, team!",19.01.2012,02.35.32
463CS9,Since water is less dense than glucose,19.01.2012,02.35.39
485CS9,But What exact weight>,19.01.2012,02.35.56
463CS9,wait no... I'm not sure about that... :l,19.01.2012,02.36.10
471CS9,it would be less dense after the glucose so i think it would be about .50g?,19.01.2012,02.36.58
485CS9,Sounds right.,19.01.2012,02.37.14
471CS9,mkay.,19.01.2012,02.37.21
463CS9,Sounds pretty accurate...,19.01.2012,02.37.27
471CS9,yay! good job team(:,19.01.2012,02.37.38
485CS9,Team Shhwag. <3,19.01.2012,02.37.50
471CS9,#teampink!,19.01.2012,02.38.12
463CS9,lol. what do we put for Strip Color inside and Strip Color Outside?,19.01.2012,02.38.15
471CS9,strip color inside:light green,19.01.2012,02.38.28
471CS9,strip color outside:yellow,19.01.2012,02.38.36
463CS9,K thanks~,19.01.2012,02.38.44
471CS9,yupp,19.01.2012,02.38.47
463CS9,waaaaait,19.01.2012,02.39.00
463CS9,the glucose is outside... meaning it would be darker on the outside,19.01.2012,02.39.20
463CS9,so wouldn't it be lighter on the inside?,19.01.2012,02.39.34
471CS9,idk,19.01.2012,02.39.36
471CS9,idk?,19.01.2012,02.39.48
485CS9,Lets stick with what we have.,19.01.2012,02.39.50
471CS9,mkay,19.01.2012,02.39.54
463CS9,Okay... :P,19.01.2012,02.40.00
471CS9,bye guys(:,19.01.2012,02.40.14
485CS9,On the other hand Kelly never texts me. so mean!,19.01.2012,02.40.17
463CS9,bye,19.01.2012,02.40.18
463CS9,leaves the room,19.01.2012,02.40.20
485CS9,leaves the room,19.01.2012,02.41.05
471CS9,leaves the room,19.01.2012,02.41.30
TUTOR,leaves the room,19.01.2012,04.58.50
